you	ˈju
donuts'	ˈdoʊˌnʌts
door's	ˈdɔɹz
douglas'	ˈdʌɡləs
douglas's	ˈdʌɡləsɪz
down's	ˈdaʊnz
draft's	ˈdɹæfts
dragon's	ˈdɹæɡənz
dreyfus's	ˈdɹeɪfəsɪz
drinker's	ˈdɹɪŋkɚz
drive's	ˈdɹaɪvz
driver's	ˈdɹaɪvɚz
drivers'	ˈdɹaɪvɚz
drought's	ˈdɹaʊts
drug's	ˈdɹʌɡz
drugs'	ˈdɹʌɡz
duck's	ˈdʌks
ducks'	ˈdʌks
duke's	ˈduks
duma's	ˈduməz
dunkin'	ˈdʌŋkɪn
dynamics'	dɪˈnæmɪks
e's	ˈiz
eagle's	ˈiɡəlz
earl's	ˈɝlz
earnings'	ˈɝnɪŋz
earth's	ˈɝθs
earthquake's	ˈɝˌθkweɪks
economist's	ɪˈkɑnəmɪsts
economists'	ɪˈkɑnəmɪsts
edition's	ɪˈdɪʃənz
editor's	ˈɛdɪtɚz
editorial's	ˌɛdəˈtɔɹiəlz
editors'	ˈɛdɪtɚz
edward's	ˈɛdwɚdz
edwards'	ˈɛdwɚdz
egghead's	ˈɛˌɡhɛdz
eight's	ˈeɪts
elders'	ˈɛldɚz
election's	ɪˈlɛkʃənz
electric's	ɪˈlɛktɹɪks
electricians'	ɪlɛˈktɹɪʃənz
electronics'	ˌɪˌlɛˈktɹɑnɪks
elephant's	ˈɛləfənts
elephants'	ˈɛləfənts
elvis'	ˈɛlvɪs
emmy's	ˈɛmiz
emperor's	ˈɛmpɚɚz
empire's	ˈɛmpaɪɚz
employee's	ɛˈmplɔɪiz
employees'	ɛˈmplɔɪiz
employer's	ɛˈmplɔɪɚz
employers'	ɛˈmplɔɪɚz
endeavor's	ɪˈndɛvɚz
endeavour's	ɪˈndɛvɚz
enemies'	ˈɛnəmiz
engine's	ˈɛndʒənz
engineer's	ˌɛndʒəˈniɹz
engineers'	ˈɛndʒəˈnɪɹz
engines'	ˈɛˌŋɡinz
enterprise's	ˈɛntɚˌpɹaɪzəz
enterprises'	ˈɛntɚˌpɹaɪzɪz
entertainer's	ˌɛntɚˈteɪnɚz
entertainment's	ˌɛntɚˈteɪnmənts
entities'	ˈɛntɪtiz
entrepreneur's	ˌɑntɹəpɹəˈnɝz
environment's	ɪˈnvaɪɹənmənts
environmentalists'	ɪˌnvaɪɹəˈnmɛntəlɪsts
era's	ˈɛɹəz
establishment's	ɛˈstæblɪʃmənts
estate's	ɪˈsteɪts
europeans'	ˌjʊɹəˈpiənz
evans'	ˈɛvənz
evening's	ˈivnɪŋz
event's	ɪˈvɛnts
everglades'	ˈɛvɚˌɡleɪdz
evers'	ˈɛvɚz
ewing's	ˈjuɪŋz
examiner's	ɛˈɡzæmənɚz
examiners'	ɪˈɡzæmɪnɚz
excel's	ɪˈksɛlz
exchange's	ɪˈkstʃeɪndʒɪz
exchanges'	ɛˈkstʃeɪndʒɪz
executioner's	ˌɛksəˈkjuʃənɚz
executive's	ɛˈɡzɛkjətɪvz
executives'	ɛˈɡzɛkjətɪvz
exhibit's	ɪˈɡzɪbəts
experiment's	ɪˈkspɛɹəmənts
expert's	ˈɛkspɚts
experts'	ˈɛkspɚts
express'	ɪˈkspɹɛs
eye's	ˈaɪz
eyes'	ˈaɪz
f's	ˈɛfs
facet's	ˈfæsəts
factors'	ˈfæktɚz
fair's	ˈfɛɹz
fall's	ˈfɔlz
families'	ˈfæməliz
fan's	ˈfænz
fans'	ˈfænz
farm's	ˈfɑɹmz
farmer's	ˈfɑɹmɚz
farmers'	ˈfɑɹmɚz
farms'	ˈfɑɹmz
fashion's	ˈfæʃənz
father's	ˈfɑðɚz
fathers'	ˈfæθɚz
fed's	ˈfɛdz
feelin'	ˈfilɪn
fellow's	ˈfɛloʊz
female's	ˈfiˌmeɪlz
festival's	ˈfɛstɪvəlz
fiber's	ˈfaɪbɚz
field's	ˈfildz
fields'	ˈfildz
fight's	ˈfaɪtz
fighter's	ˈfaɪtɚz
fighters'	ˈfaɪtɚz
fightin'	ˈfaɪtɪn
figure's	ˈfɪɡjɚz
film's	ˈfɪlmz
filmmaker's	ˈfɪˌlmeɪkɚz
financial's	ˌfaɪˈnænʃəlz
finder's	ˈfaɪndɚz
finn's	ˈfɪnz
fire's	ˈfaɪɚz
firm's	ˈfɝmz
firms'	ˈfɝmz
first's	ˈfɝsts
five's	ˈfaɪvz
fleet's	ˈflits
flight's	ˈflaɪts
flowers'	ˈflaʊɚz
folks'	ˈfoʊks
food's	ˈfudz
foods'	ˈfudz
fool's	ˈfulz
football's	ˈfʊˌtbɔlz
forbes'	ˈfɔɹbz
force's	ˈfɔɹsɪz
forces'	ˈfɔɹsɪz
foreigners'	ˈfɔɹənɚz
forest's	ˈfɔɹəsts
form's	ˈfɔɹmz
fortune's	ˈfɔɹtʃənz
forum's	ˈfɔɹəmz
foster's	ˈfɑstɚz
foundation's	faʊˈndeɪʃənz
founder's	ˈfaʊndɚz
founders'	ˈfaʊndɚz
four's	ˈfɔɹz
franc's	ˈfɹæŋks
france's	ˈfɹænsɪz
franchise's	ˈfɹæˌntʃaɪzɪz
francis'	ˈfɹænsəs
frank's	ˈfɹæŋks
frederick's	ˈfɹɛdɹɪks
freedom's	ˈfɹidəmz
friday's	ˈfɹaɪdiz
friend's	ˈfɹɛndz
friends'	ˈfɹɛndz
frog's	ˈfɹɑɡz
front's	ˈfɹʌnts
frontier's	fɹəˈntɪɹz
fuck's	ˈfʌks
fuel's	ˈfjuəlz
fund's	ˈfʌndz
fundraiser's	ˈfʌˌndɹeɪzɚz
funds'	ˈfʌndz
furnace's	ˈfɝˌnʌsɪz
future's	ˈfjutʃɚz
futures'	ˈfjutʃɚz
g's	ˈdʒiz
gadget's	ˈɡædʒəts
gale's	ˈɡeɪlz
gamble's	ˈɡæmbəlz
gambler's	ˈɡæmblɚz
game's	ˈɡeɪmz
games'	ˈɡeɪmz
gang's	ˈɡæŋz
gap's	ˈɡæps
garden's	ˈɡɑɹdənz
gardener's	ˈɡɑɹdənɚz
gates'	ˈɡeɪts
gear's	ˈɡɪɹz
gee's	ˈdʒiz
gem's	ˈdʒɛmz
gene's	ˈdʒinz
general's	ˈdʒɛnɚəlz
generation's	ˌdʒɛnɚˈeɪʃənz
generator's	ˈdʒɛnɚˌeɪtɚz
gent's	ˈdʒɛnts
gentile's	ˈdʒɛˌntaɪlz
george's	ˈdʒɔɹdʒəz
german's	ˈdʒɝmənz
germans'	ˈdʒɝmənz
gettin'	ˈɡɪtən
giant's	ˈdʒaɪənts
giants'	ˈdʒaɪənts
gibb's	ˈɡɪbz
gill's	ˈɡɪlz
girl's	ˈɡɝlz
girlfriend's	ˈɡɝˌlfɹɛndz
girls'	ˈɡɝlz
givin'	ˈɡɪvɪn
glacier's	ˈɡleɪʃɚz
gladys'	ˈɡlædɪs
globe's	ˈɡloʊbz
goat's	ˈɡoʊts
god's	ˈɡɑdz
goin'	ˈɡoʊən
golfer's	ˈɡɑlfɚz
good's	ˈɡʊdz
government's	ˈɡʌvɚmənts
governments'	ˈɡʌvɚnmənts
governor's	ˈɡʌvɚnɚz
governors'	ˈɡʌvɚnɚz
grace's	ˈɡɹeɪsɪz
grammy's	ˈɡɹæmiz
grand's	ˈɡɹændz
granddaughter's	ˈɡɹæˌndɔtɚz
grandfather's	ˈɡɹæˌndfɑðɚz
grandma's	ˈɡɹæˌndmɑz
grandmother's	ˈɡɹæˌndmʌðɚz
grandparents'	ˈɡɹæˌndpɛɹənts
grandson's	ˈɡɹæˌndsʌnz
grant's	ˈɡɹænts
graphics'	ˈɡɹæfɪks
gray's	ˈɡɹeɪz
great's	ˈɡɹeɪts
green's	ˈɡɹinz
greenback's	ˈɡɹiˌnbæks
greens'	ˈɡɹinz
grey's	ˈɡɹeɪz
grid's	ˈɡɹɪdz
griffith's	ˈɡɹɪfɪθs
group's	ˈɡɹups
groups'	ˈɡɹups
grove's	ˈɡɹoʊvz
growers'	ˈɡɹoʊɚz
guarantee's	ˌɡɛɹəˈntiz
guard's	ˈɡɑɹdz
guardian's	ˈɡɑɹdiənz
guerrillas'	ɡɚˈɪləz
guest's	ˈɡɛsts
guests'	ˈɡɛsts
guide's	ˈɡaɪdz
guilder's	ˈɡɪldɚz
gull's	ˈɡʌlz
gun's	ˈɡʌnz
guy's	ˈɡaɪz
guys'	ˈɡaɪz
gym's	ˈdʒɪmz
h's	ˈeɪtʃɪz
habitat's	ˈhæbəˌtæts
hacker's	ˈhækɚz
hair's	ˈhɛɹz
hale's	ˈheɪlz
hall's	ˈhɔlz
hallmark's	ˈhɔˌlmɑɹks
hallowe'en	ˌhæləˈwin
hamas'	ˌhɑˈmɑs
hammer's	ˈhæmɚz
hampton's	ˈhæmptənz
han's	ˈhɑnz
hand's	ˈhændz
hangin'	ˈhæŋɡɪn
hank's	ˈhænks
harbor's	ˈhɑɹbɚz
harden's	ˈhɑɹdənz
hare's	ˈhɛɹz
harm's	ˈhɑɹmz
harris'	ˈhɛɹɪs
harrod's	ˈhɛɹədz
hat's	ˈhæts
haven't	ˈhævənt
havin'	ˈhævɪn
hawke's	ˈhɔks
hawkins'	ˈhɔkɪnz
he'll	ˈhil
he's	ˈhiz
head's	ˈhɛdz
hearing's	ˈhiɹɪŋz
heart's	ˈhɑɹts
heat's	ˈhits
heaven's	ˈhɛvənz
helicopter's	ˈhɛləˌkɑptɚz
hell's	ˈhɛlz
hen's	ˈhɛnz
her's	ˈhɝz
herald's	ˈhɛɹəldz
herb's	ˈɝbz
here's	ˈhɪɹz
highway's	ˈhaɪˌweɪz
hill's	ˈhɪlz
hills'	ˈhɪlz
hitter's	ˈhɪtɚz
ho's	ˈhoʊz
hodge's	ˈhɑdʒɪz
holder's	ˈhoʊldɚz
holders'	ˈhoʊldɚz
holding's	ˈhoʊldɪŋz
holdings'	ˈhoʊldɪŋz
holiday's	ˈhɑləˌdeɪz
hollow's	ˈhɑloʊz
home's	ˈhoʊmz
homeowner's	ˈhoʊˌmoʊnɚz
homeowners'	ˈhoʊˌmoʊnɚz
homes'	ˈhoʊmz
honor's	ˈɑnɚz
honour's	ˈɑnɚz
hook's	ˈhʊks
hooker's	ˈhʊkɚz
hope's	ˈhoʊps
hopkin's	ˈhɑpkɪnz
hopkins'	ˈhɑpkɪnz
horizon's	hɚˈaɪzənz
horn's	ˈhɔɹnz
hornet's	ˈhɔɹnəts
horse's	ˈhɔɹsəz
horses'	ˈhɔɹsɪz
hospital's	ˈhɑˌspɪtəlz
hospitals'	ˈhɔspɪtəlz
host's	ˈhoʊsts
hostages'	ˈhɔstɪdʒɪz
hotel's	hoʊˈtɛlz
hotels'	hoʊˈtɛlz
hour's	ˈaʊɚz
hours'	ˈaʊɹz
house's	ˈhaʊsɪz
household's	ˈhaʊˌshoʊldz
houses'	ˈhaʊsɪz
how's	ˈhaʊz
howard's	ˈhaʊɚdz
huff's	ˈhʌfs
hughes'	ˈhjuz
human's	ˈhjumənz
humphrey's	ˈhʌmfɹiz
hundred's	ˈhʌndɹɪdz
hunt's	ˈhʌnts
hunter's	ˈhʌntɚz
hunts'	ˈhʌnts
hurricane's	ˈhɝəˌkeɪnz
husband's	ˈhʌzbəndz
husbands'	ˈhʌsbəndz
hut's	ˈhʌts
i'd	ˈaɪd
i'll	ˈaɪl
i'm	ˈaɪm
i's	ˈaɪz
i've	ˈaɪv
idea's	aɪˈdiəz
ideal's	aɪˈdilz
if's	ˈɪfs
illinois'	ˈɪlɪnɔɪz
immigrant's	ˈɪməɡɹənts
immigrants'	ˈɪmɪɡɹənts
imports'	ˈɪmpɔɹts
in's	ɪnz
inches'	ˈɪntʃəz
indian's	ˈɪndiənz
indians'	ˈɪndiənz
individual's	ˌɪndəˈvɪdʒəwəlz
individuals'	ˌɪndɪˈvɪdʒəwəlz
industries'	ˈɪndəstɹiz
infant's	ˈɪnfənts
infants'	ˈɪnfənts
inmate's	ˈɪˌnmeɪts
inn's	ˈɪnz
inns'	ˈɪnz
insect's	ˈɪˌnsɛkts
insider's	ˌɪˈnsaɪdɚz
insiders'	ˌɪˈnsaɪdɚz
inspector's	ˌɪˈnspɛktɚz
inspectors'	ˌɪˈnspɛktɚz
institution's	ˌɪnstɪˈtuʃənz
institutions'	ˌɪnstɪˈtuʃənz
instrument's	ˈɪnstɹəmənts
instruments'	ˈɪnstɹəmənts
insurgents'	ˌɪˈnsɝdʒənts
investigator's	ˌɪˈnvɛstəˌɡeɪtɚz
investigators'	ˌɪˈnvɛstəˌɡeɪtɚz
investment's	ˌɪˈnvɛstmənts
investments'	ˌɪˈnvɛstmənts
investor's	ˌɪˈnvɛstɚz
investors'	ˌɪˈnvɛstɚz
ipad's	ˈaɪˌpædz
iranians'	aɪˈɹeɪniənz
iraqi's	ˌɪˈɹækiz
island's	ˈaɪləndz
islands'	ˈaɪsləndz
isn't	ˈɪzənt
israeli's	ˌɪˈzɹeɪliz
israelis'	ˌɪˈzɹeɪliz
issue's	ˈɪʃuz
issues'	ˈɪsuz
it's	ˈɪts
jack's	ˈdʒæks
jacob's	ˈdʒeɪkəbz
jacobs'	ˈdʒeɪˌkʌbz
jacques'	ˈʒɑks
jaguar's	ˈdʒæˌɡwɑɹz
jail's	ˈdʒeɪlz
jake's	ˈdʒeɪks
jam's	ˈdʒæmz
james'	ˈdʒeɪmz
jean's	ˈdʒinz
jeep's	ˈdʒips
jefferies'	ˈdʒɛfɚiz
jersey's	ˈdʒɝziz
jesus'	ˈdʒizəs
jet's	ˈdʒɛts
jets'	ˈdʒɛts
jeweler's	ˈdʒuəlɚz
jews'	ˈdʒuz
job's	ˈdʒɑbz
jobs'	ˈdʒɑbz
joe's	ˈdʒoʊz
john's	ˈdʒɑnz
johnson's	ˈdʒɑnsənz
jones'	ˈdʒoʊnz
jordan's	ˈdʒɔɹdənz
journal's	ˈdʒɝnəlz
journalist's	ˈdʒɝnəlɪsts
journalists'	ˈdʒɝnəlɪsts
joy's	ˈdʒɔɪz
judge's	ˈdʒʌdʒɪz
judges'	ˈdʒʌdʒɪz
junior's	ˈdʒunjɚz
juries'	ˈdʒʊɹiz
juror's	ˈdʒʊɹɚz
jurors'	ˈdʒʊɹɚz
justice's	ˈdʒʌstɪsɪz
justices'	ˈdʒʌstɪsɪz
juvenile's	ˈdʒuvənəlz
k's	ˈkeɪz
kansas'	ˈkænzəs
kardashian's	ˈkɑdəˌʃeɪnz
kee's	ˈkiz
ken's	ˈkɛnz
kennedy's	ˈkɛnədiz
kennedys'	ˈkɛnədiz
key's	ˈkiz
keyes'	ˈkiz
kid's	ˈkɪdz
kids'	ˈkɪdz
killer's	ˈkɪlɚz
king's	ˈkɪŋz
kingdom's	ˈkɪŋdəmz
kings'	ˈkɪŋz
kitchen's	ˈkɪtʃənz
knicks'	ˈnɪks
knight's	ˈnaɪts
korean's	ˈkɹiənz
koreans'	ˌkɔˈɹiənz
l's	ˈɛlz
lab's	ˈlæbz
label's	ˈleɪbəlz
labor's	ˈleɪbɚz
laboratories'	ˈlæbɹəˌtɔɹiz
labs'	ˈlæbz
lac's	ˈlæks
ladies'	ˈleɪdiz
lake's	ˈleɪks
lakes'	ˈleɪks
lamb's	ˈlæmz
lambs'	ˈlæmz
lance's	ˈlænsɪz
land's	ˈlændz
landlord's	ˈlæˌndlɔɹdz
landmark's	ˈlæˌndmɑɹks
lands'	ˈlændz
lane's	ˈleɪnz
laser's	ˈleɪzɚz
last's	ˈlæsts
laurel's	ˈlɔɹəlz
law's	ˈlɔz
lawmaker's	ˈlɔˌmeɪkɚz
lawmakers'	ˈlɔˈmeɪkɚz
lawsuit's	ˈlɔˌsuts
lawyer's	ˈlɔjɚz
lawyers'	ˈlɔjɚz
lay's	ˈleɪz
leader's	ˈlidɚz
leaders'	ˈlidɚz
league's	ˈliɡz
leagues'	ˈliɡz
lease's	ˈlisɪz
lee's	ˈliz
left's	ˈlɛfts
leg's	ˈlɛɡz
legionnaire's	ˈlidʒəˌnɛɹz
lender's	ˈlɛndɚz
lenders'	ˈlɛndɚz
let's	ˈlɛts
level's	ˈlɛvəlz
lewis'	ˈluɪs
li's	ˈliz
liberals'	ˈlɪˌbɝəlz
lieutenant's	luˈtɛnənts
life's	ˈlaɪfs
lifetime's	ˈlaɪˌftaɪmz
light's	ˈlaɪts
line's	ˈlaɪnz
liner's	ˈlaɪnɚz
liners'	ˈlaɪnɚz
lines'	ˈlaɪnz
link's	ˈlɪŋks
lion's	ˈlaɪənz
lions'	ˈlaɪənz
lips'	ˈlɪps
lira's	ˈlɪɹəz
list's	ˈlɪsts
lives'	ˈlaɪvz
livin'	ˈlɪvɪn
lizard's	ˈlɪzɚdz
lo's	ˈloʊz
loan's	ˈloʊnz
loans'	ˈloʊnz
lobbyists'	ˈlɑbiɪsts
lobster's	ˈlɑbstɚz
local's	ˈloʊkəlz
lodge's	ˈlɑdʒɪz
long's	ˈlɔŋz
lookin'	ˈlʊkɪn
lord's	ˈlɔɹdz
losers'	ˈloʊzɚz
lot's	ˈlɑts
lotion's	ˈloʊʃənz
lotus'	ˈloʊtəs
louis'	ˈluɪs
love's	ˈlʌvz
lover's	ˈlʌvɚz
lovers'	ˈlʌvɚz
lucas'	ˈlukəs
lyon's	ˈlaɪənz
m's	ˈɛmz
ma'am	ˈmæm
machine's	məˈʃinz
machines'	məˈtʃinz
magazine's	ˈmæɡəˌzinz
magazines'	ˈmæɡəˌzinz
magnet's	ˈmæɡnəts
maid's	ˈmeɪdz
maids'	ˈmeɪdz
mail's	ˈmeɪlz
major's	ˈmeɪdʒɚz
majors'	ˈmeɪdʒɚz
maker's	ˈmeɪkɚz
makers'	ˈmeɪkɚz
makin'	ˈmeɪkɪn
male's	ˈmeɪlz
mall's	ˈmɔlz
mama's	ˈmɑməz
man's	ˈmænz
manager's	ˈmænɪdʒɚz
managers'	ˈmænədʒɚz
manufacturer's	ˌmænjəˈfæktʃɚɚz
manufacturers'	ˌmænəˈfæktʃɚɚz
marble's	ˈmɑɹbəlz
marco's	ˈmɑˌɹkoʊz
marcos'	ˈmɑɹkoʊs
mare's	ˈmɛɹz
marine's	mɚˈinz
marines'	mɚˈinz
mark's	ˈmɑɹks
market's	ˈmɑɹkəts
markets'	ˈmɑɹkɪts
mars'	ˈmɑɹz
marshal's	ˈmɑɹʃəlz
martin's	ˈmɑɹtənz
marvel's	ˈmɑɹvəlz
mary's	ˈmɛɹiz
mason's	ˈmeɪsənz
massachusetts'	ˌmæsəˈtʃusəts
master's	ˈmæstɚz
masters'	ˈmæstɚz
materials'	məˈtɪɹiəlz
matter's	ˈmætɚz
matthew's	ˈmæθjuz
maverick's	ˈmævɚɪks
may's	ˈmeɪz
mayor's	ˈmeɪɚz
mays'	ˈmeɪz
mcdonald's	məˈkdɑnəldz
meal's	ˈmilz
means'	ˈminz
measure's	ˈmɛʒɚz
mechanics'	məˈkænɪks
medic's	ˈmɛdɪks
medicine's	ˈmɛdəsənz
meeting's	ˈmitɪŋz
member's	ˈmɛmbɚz
members'	ˈmɛmbɚz
memo's	ˈmɛmoʊz
memories'	ˈmɛmɚˌiz
men's	ˈmɛnz
mentor's	ˈmɛˌntɔɹz
menu's	ˈmɛnuz
merchant's	ˈmɝtʃənts
merchants'	ˈmɝtʃənts
merger's	ˈmɝdʒɚz
met's	ˈmɛts
metal's	ˈmɛtəlz
metals'	ˈmɛtəlz
mets'	ˈmɛts
meyer's	ˈmaɪɚz
michael's	ˈmaɪkəlz
micron's	ˈmaɪˌkɹɑnz
midland's	ˈmɪˌdlændz
mike's	ˈmaɪks
militia's	məˈlɪʃəz
mill's	ˈmɪlz
miller's	ˈmɪlɚz
millionaire's	ˌmɪljəˈnɛɹz
mills'	ˈmɪlz
mind's	ˈmaɪndz
mine's	ˈmaɪnz
miner's	ˈmaɪnɚz
mineral's	ˈmɪnɚəlz
minerals'	ˈmɪnɚəlz
miners'	ˈmaɪnɚz
mines'	ˈmaɪnz
minister's	ˈmɪnɪstɚz
ministers'	ˈmɪnɪstɚz
mint's	ˈmɪnts
minute's	ˈmɪnəts
minutes'	ˈmɪnəts
mirror's	ˈmɪɹɚz
missile's	ˈmɪsəlz
missiles'	ˈmɪsəlz
mission's	ˈmɪʃənz
mob's	ˈmɑbz
mobile's	ˈmoʊbəlz
mobster's	ˈmɑbstɚz
model's	ˈmɑdəlz
models'	ˈmɑdəlz
mom's	ˈmɑmz
moment's	ˈmoʊmənts
monarch's	ˈmɑˌnɑɹks
monday's	ˈmʌndiz
monk's	ˈmʌŋks
monkey's	ˈmʌŋkiz
month's	ˈmʌnθs
months'	ˈmɑnθs
mood's	ˈmudz
moon's	ˈmunz
morning's	ˈmɔɹnɪŋz
moron's	ˈmɔˌɹɑnz
morris'	ˈmɔɹəs
mortgage's	ˈmɔɹɡɪdʒɪz
mother's	ˈmʌðɚz
motherfucker's	ˈmʌðɚˌfʌkɚz
mothers'	ˈmʌθɚz
motor's	ˈmoʊtɚz
motors'	ˈmoʊtɚz
mountain's	ˈmaʊntənz
movement's	ˈmuvmənts
movie's	ˈmuviz
mum's	ˈmʌmz
murderer's	ˈmɝdɚɚz
museum's	mjuˈziəmz
musician's	mjuˈzɪʃənz
musicians'	mjuˈzɪʃənz
n's	ˈɛnz
name's	ˈneɪmz
nation's	ˈneɪʃənz
national's	ˈnæʃənəlz
nations'	ˈneɪʃənz
nature's	ˈneɪtʃɚz
nazi's	ˈnɑtsiz
nazis'	ˈnɑtsiz
negotiator's	nɪˈɡoʊʃiˌeɪtɚz
negotiators'	nəˈɡoʊʃiˌeɪtɚz
neighbor's	ˈneɪbɚz
neighborhood's	ˈneɪbɚˌhʊdz
neighbors'	ˈneɪbɚz
neighbour's	ˈneɪbɚz
neighbourhood's	ˈneɪbɚˌhʊdz
neighbours'	ˈneɪbɚz
nephew's	ˈnɛfjuz
netherlands'	ˈnɛθɚlændz
network's	ˈnɛˌtwɝks
networks'	ˈnɛˌtwɝks
nevin's	ˈnɛvɪnz
news'	ˈnuz
newspaper's	ˈnuˌzpeɪpɚz
newspapers'	ˈnuˌzpeɪpɚz
nicholas'	ˈnɪkələs
nichols'	ˈnɪkəlz
nick's	ˈnɪks
nickel's	ˈnɪkəlz
niece's	ˈnisɪz
nigger's	ˈnɪɡɚz
night's	ˈnaɪts
nights'	ˈnaɪts
niko's	ˈnikoʊz
nine's	ˈnaɪnz
niners'	ˈnaɪnɚz
nineties'	ˈnaɪntiz
no's	ˈnoʊz
noble's	ˈnoʊbəlz
nomad's	ˈnoʊˌmædz
nominee's	ˌnɑməˈniz
norman's	ˈnɔɹmənz
note's	ˈnoʊts
notes'	ˈnoʊts
nothin'	ˈnʌθɪn
nothing's	ˈnʌθɪŋz
novel's	ˈnɑvəlz
nugget's	ˈnʌɡɪts
number's	ˈnʌmbɚz
nun's	ˈnʌnz
nuns'	ˈnʌnz
nurse's	ˈnɝsɪz
nurses'	ˈnɝsəz
nut's	ˈnʌts
o'	ˈoʊ
o'dell	oʊˈdɛl
o's	ˈoʊz
oak's	ˈoʊks
oaks'	ˈoʊks
objection's	əˈbdʒɛkʃənz
ocean's	ˈoʊʃənz
off's	ˈɔfs
offer's	ˈɔfɚz
offering's	ˈɔfɚɪŋz
office's	ˈɔfəsɪz
officer's	ˈɔfɪsɚz
officers'	ˈɔfɪsɚz
official's	əˈfɪʃəlz
officials'	əˈfɪʃəlz
oil's	ˈɔɪlz
ol'	ˈoʊl
old's	ˈoʊldz
olympic's	oʊˈlɪmpɪks
olympics'	oʊˈlɪmpɪks
olympus'	oʊˈlɪmpəs
onassis'	oʊˈnæsɪs
one's	ˈwʌnz
ones'	ˈwʌnz
op's	ˈɑps
opera's	ˈɑpɹəz
operation's	ˌɑpɚˈeɪʃənz
operations'	ˌɑpɚˈeɪʃənz
operator's	ˈɑpɚˌeɪtɚz
operators'	ˈɔpɚˌeɪtɚz
opponent's	əˈpoʊnənts
opponents'	əˈpoʊnənts
option's	ˈɑpʃənz
options'	ˈɑpʃənz
orchestra's	ˈɔɹkəstɹəz
order's	ˈɔɹdɚz
organism's	ˈɔɹɡəˌnɪzəmz
organization's	ˌɔɹɡənɪˈzeɪʃənz
orlean's	ˈɔˌɹliənz
orleans'	ˈɔɹliənz
oscar's	ˈɔskɚz
other's	ˈʌðɚz
others'	ˈʌðɚz
otter's	ˈɑtɚz
out's	ˈaʊts
outlet's	ˈaʊˌtlɛts
outsider's	aʊˈtsaɪdɚz
outsiders'	aʊˈtsaɪdɚz
owen's	ˈoʊənz
owner's	ˈoʊnɚz
owners'	ˈoʊnɚz
p's	ˈpiz
pace's	ˈpeɪsɪz
package's	ˈpækɪdʒɪz
page's	ˈpeɪdʒɪz
painter's	ˈpeɪntɚz
pal's	ˈpælz
palace's	ˈpæləsəz
palestinian's	ˌpælɪˈstɪniənz
palestinians'	ˌpæləˈstɪniənz
pan's	ˈpænz
panel's	ˈpænəlz
panels'	ˈpænəlz
panic's	ˈpænɪks
panther's	ˈpænθɚz
panthers'	ˈpænθɚz
paper's	ˈpeɪpɚz
papers'	ˈpeɪpɚz
parent's	ˈpɛɹənts
parents'	ˈpɛɹənts
paris'	ˈpɛɹɪs
park's	ˈpɑɹks
parks'	ˈpɑɹks
part's	ˈpɑɹts
participants'	pɑˈɹtɪsəpənts
parties'	ˈpɑɹtiz
partner's	ˈpɑɹtnɚz
partners'	ˈpɑɹtnɚz
partnership's	ˈpɑɹtnɚˌʃɪps
partnerships'	ˈpɑɹtnɚʃɪps
parts'	ˈpɑɹts
passenger's	ˈpæsəndʒɚz
passengers'	ˈpæsəndʒɚz
pat's	ˈpæts
patient's	ˈpeɪʃənts
patients'	ˈpeɪʃənts
patriot's	ˈpeɪtɹiəts
patrol's	pəˈtɹoʊlz
payin'	ˈpeɪɪn
pc's	ˈpiˈsiz
peaks'	ˈpiks
peasants'	ˈpɛzənts
peco's	ˈpeɪkoʊz
pelican's	ˈpɛlɪkənz
pen's	ˈpɛnz
pens'	ˈpɛnz
people's	ˈpipəlz
peoples'	ˈpipəlz
pepper's	ˈpɛpɚz
performers'	pɚˈfɔɹmɚz
period's	ˈpɪɹiədz
perkins'	ˈpɝkɪnz
perpetrator's	ˈpɝpəˌtɹeɪtɚz
person's	ˈpɝsənz
peso's	ˈpeɪsoʊz
pet's	ˈpɛts
peter's	ˈpitɚz
philip's	ˈfɪləps
philippines'	ˈfɪləˌpinz
philips'	ˈfɪlɪps
phillip's	ˈfɪlɪps
phillips'	ˈfɪlɪps
phone's	ˈfoʊnz
photo's	ˈfoʊˌtoʊz
photographer's	fəˈtɑɡɹəfɚz
physician's	fəˈzɪʃənz
physicians'	fɪˈzɪʃənz
physics'	ˈfɪsɪks
piano's	piˈænoʊz
picture's	ˈpɪktʃɚz
pictures'	ˈpɪktʃɚz
pierce's	ˈpɪɹsɪz
pig's	ˈpɪɡz
pigeon's	ˈpɪdʒənz
pilate's	ˈpaɪˌlʌts
pilgrim's	ˈpɪlɡɹəmz
pill's	ˈpɪlz
pilot's	ˈpaɪləts
pilots'	ˈpaɪləts
pioneer's	ˌpaɪəˈnɪɹz
pipeline's	ˈpaɪˌplaɪnz
pipelines'	ˈpaɪˌplaɪnz
pirate's	ˈpaɪɹəts
pitcher's	ˈpɪtʃɚz
pitt's	ˈpɪts
pizza's	ˈpitsəz
pj's	ˈpiˌdʒeɪz
place's	ˈpleɪsɪz
plaintiff's	ˈpleɪntɪfs
plaintiffs'	ˈpleɪntɪfs
plan's	ˈplænz
plane's	ˈpleɪnz
planes'	ˈpleɪnz
planet's	ˈplænəts
planner's	ˈplænɚz
planners'	ˈplænɚz
plans'	ˈplænz
plant's	ˈplænts
plants'	ˈplænts
platform's	ˈplæˌtfɔɹmz
play's	ˈpleɪz
